repository_language,date,activity
Grace,2014-07,3
Moocode,2014-07,2
Shen,2014-07,2
Nit,2014-07,1
E,2014-07,1
Ioke,2014-07,1
Fancy,2014-07,1
JavaScript,2014-06,1528432
Java,2014-06,889103
Python,2014-06,721437
CSS,2014-06,582348
Ruby,2014-06,579318
PHP,2014-06,568622
C++,2014-06,389509
C,2014-06,368065
Shell,2014-06,216093
C#,2014-06,194363
Objective-C,2014-06,170833
Go,2014-06,104668
R,2014-06,66669
CoffeeScript,2014-06,65044
Scala,2014-06,57223
Perl,2014-06,56230
VimL,2014-06,54575
TeX,2014-06,44875
Swift,2014-06,38208
Lua,2014-06,35619
Haskell,2014-06,35175
Clojure,2014-06,25309
Emacs Lisp,2014-06,24039
Groovy,2014-06,20696
Puppet,2014-06,19172
Rust,2014-06,19111
TypeScript,2014-06,18093
Matlab,2014-06,16404
Erlang,2014-06,14955
ActionScript,2014-06,9276
Julia,2014-06,8912
XSLT,2014-06,8827
OCaml,2014-06,7752
Arduino,2014-06,7579
PowerShell,2014-06,6952
SQL,2014-06,6901
Dart,2014-06,6739
DM,2014-06,6565
D,2014-06,6228
Visual Basic,2014-06,6219
Processing,2014-06,5951
Haxe,2014-06,5623
FORTRAN,2014-06,5418
F#,2014-06,5352
Assembly,2014-06,5348
ASP,2014-06,4826
Common Lisp,2014-06,4725
Scheme,2014-06,4716
Pascal,2014-06,4534
Elixir,2014-06,3983
SAS,2014-06,2650
ColdFusion,2014-06,2570
Cuda,2014-06,2262
Racket,2014-06,2208
Objective-C++,2014-06,2180
Smalltalk,2014-06,2168
IDL,2014-06,2061
LiveScript,2014-06,2024
nesC,2014-06,2017
Tcl,2014-06,1912
Vala,2014-06,1872
Verilog,2014-06,1743
Apex,2014-06,1700
VHDL,2014-06,1483
Standard ML,2014-06,1443
Game Maker Language,2014-06,1438
Logos,2014-06,1418
Eiffel,2014-06,1391
OpenEdge ABL,2014-06,1275
AppleScript,2014-06,1272
AutoHotkey,2014-06,1249
BlitzBasic,2014-06,1073
Max,2014-06,1064
Objective-J,2014-06,970
SourcePawn,2014-06,948
XML,2014-06,888
Coq,2014-06,868
Gosu,2014-06,845
xBase,2014-06,787
Gnuplot,2014-06,749
Nimrod,2014-06,720
Stata,2014-06,717
XQuery,2014-06,675
Kotlin,2014-06,654
Xtend,2014-06,617
Elm,2014-06,592
M,2014-06,579
Ada,2014-06,574
Inform 7,2014-06,565
Prolog,2014-06,561
Agda,2014-06,550
Propeller Spin,2014-06,536
AutoIt,2014-06,508
DOT,2014-06,483
Pure Data,2014-06,471
Nemerle,2014-06,468
Mercury,2014-06,467
Perl6,2014-06,428
COBOL,2014-06,393
SuperCollider,2014-06,392
PureScript,2014-06,340
Awk,2014-06,335
GAP,2014-06,320
Factor,2014-06,318
Dylan,2014-06,294
Slash,2014-06,287
Idris,2014-06,277
Squirrel,2014-06,275
Brightscript,2014-06,262
KRL,2014-06,254
Bluespec,2014-06,252
UnrealScript,2014-06,243
XC,2014-06,237
Pan,2014-06,232
Crystal,2014-06,229
Ceylon,2014-06,221
Lasso,2014-06,219
MoonScript,2014-06,205
HaXe,2014-06,203
Red,2014-06,193
ATS,2014-06,190
Io,2014-06,187
SystemVerilog,2014-06,183
Mathematica,2014-06,182
NetLogo,2014-06,173
ANTLR,2014-06,150
AspectJ,2014-06,145
Rebol,2014-06,145
PAWN,2014-06,143
Arc,2014-06,134
Augeas,2014-06,127
Logtalk,2014-06,121
Pike,2014-06,112
XProc,2014-06,104
Clean,2014-06,85
REALbasic,2014-06,76
Delphi,2014-06,76
Parrot,2014-06,72
Frege,2014-06,72
Fantom,2014-06,69
Scilab,2014-06,68
Component Pascal,2014-06,66
FLUX,2014-06,63
Ragel in Ruby Host,2014-06,58
Forth,2014-06,58
VCL,2014-06,56
eC,2014-06,50
JSONiq,2014-06,46
J,2014-06,45
Hy,2014-06,41
Alloy,2014-06,40
ooc,2014-06,39
Monkey,2014-06,35
Ecl,2014-06,35
Dogescript,2014-06,29
Nix,2014-06,27
Boo,2014-06,27
Glyph,2014-06,26
GAMS,2014-06,25
Nu,2014-06,24
Mirah,2014-06,21
Cirru,2014-06,20
Turing,2014-06,19
Oxygene,2014-06,19
Bro,2014-06,19
Zephir,2014-06,18
wisp,2014-06,18
RobotFramework,2014-06,18
ABAP,2014-06,15
Grammatical Framework,2014-06,15
CLIPS,2014-06,14
Harbour,2014-06,11
Opa,2014-06,10
PogoScript,2014-06,9
Volt,2014-06,9
Fancy,2014-06,7
Rouge,2014-06,7
DCPU-16 ASM,2014-06,6
Self,2014-06,6
Shen,2014-06,3
Moocode,2014-06,1
E,2014-06,1
Ioke,2014-06,1
Omgrofl,2014-06,1
Ox,2014-06,1
TXL,2014-06,1
JavaScript,2014-05,1608546
Java,2014-05,997572
Python,2014-05,748421
Ruby,2014-05,630511
CSS,2014-05,608069
PHP,2014-05,607967
C++,2014-05,416663
C,2014-05,383112
C#,2014-05,220873
Shell,2014-05,219331
Objective-C,2014-05,216172
Go,2014-05,96928
CoffeeScript,2014-05,78429
R,2014-05,66929
TeX,2014-05,60673
Perl,2014-05,58296
Scala,2014-05,58139
VimL,2014-05,55900
Haskell,2014-05,34317
Lua,2014-05,34304
Emacs Lisp,2014-05,27061
Clojure,2014-05,26606
Groovy,2014-05,20273
SQL,2014-05,19407
Puppet,2014-05,19023
TypeScript,2014-05,17499
Matlab,2014-05,16938
Erlang,2014-05,15804
Rust,2014-05,15084
ActionScript,2014-05,11496
Arduino,2014-05,8843
D,2014-05,8671
OCaml,2014-05,8628
XSLT,2014-05,8221
Dart,2014-05,7604
Julia,2014-05,7287
Assembly,2014-05,7197
PowerShell,2014-05,6962
Scheme,2014-05,6824
Visual Basic,2014-05,6398
DM,2014-05,6208
ASP,2014-05,6023
Objective-C++,2014-05,5958
Haxe,2014-05,5754
Common Lisp,2014-05,5591
F#,2014-05,5530
FORTRAN,2014-05,5282
Processing,2014-05,5057
Pascal,2014-05,4678
Elixir,2014-05,4653
VHDL,2014-05,3148
Racket,2014-05,3009
ColdFusion,2014-05,2523
Verilog,2014-05,2247
Vala,2014-05,2020
Logos,2014-05,2013
nesC,2014-05,1937
IDL,2014-05,1921
Tcl,2014-05,1684
LiveScript,2014-05,1666
Smalltalk,2014-05,1580
BlitzBasic,2014-05,1534
Apex,2014-05,1431
XML,2014-05,1367
AutoHotkey,2014-05,1351
Eiffel,2014-05,1340
OpenEdge ABL,2014-05,1265
Standard ML,2014-05,1151
Prolog,2014-05,1105
Game Maker Language,2014-05,1093
Max,2014-05,971
Nemerle,2014-05,903
AppleScript,2014-05,879
Coq,2014-05,850
Xtend,2014-05,849
Rebol,2014-05,809
DOT,2014-05,782
NetLogo,2014-05,745
Gosu,2014-05,729
SourcePawn,2014-05,727
Cuda,2014-05,724
Ada,2014-05,711
XQuery,2014-05,682
Nimrod,2014-05,672
xBase,2014-05,666
Kotlin,2014-05,653
Objective-J,2014-05,649
M,2014-05,591
Mercury,2014-05,578
PureScript,2014-05,551
Slash,2014-05,510
Inform 7,2014-05,510
AutoIt,2014-05,492
UnrealScript,2014-05,489
Perl6,2014-05,460
Pure Data,2014-05,442
Stata,2014-05,434
ATS,2014-05,424
Gnuplot,2014-05,412
Elm,2014-05,405
Idris,2014-05,396
Agda,2014-05,381
ANTLR,2014-05,350
COBOL,2014-05,348
Dylan,2014-05,310
GAP,2014-05,288
Lasso,2014-05,286
Squirrel,2014-05,283
Ceylon,2014-05,258
PAWN,2014-05,257
MoonScript,2014-05,247
Bluespec,2014-05,241
REALbasic,2014-05,233
SystemVerilog,2014-05,227
Awk,2014-05,225
XC,2014-05,224
HaXe,2014-05,202
AspectJ,2014-05,198
Propeller Spin,2014-05,192
CLIPS,2014-05,178
Alloy,2014-05,172
Crystal,2014-05,170
SuperCollider,2014-05,165
Factor,2014-05,160
Brightscript,2014-05,157
Mathematica,2014-05,149
Arc,2014-05,147
Augeas,2014-05,130
KRL,2014-05,124
Pike,2014-05,123
Boo,2014-05,118
Scilab,2014-05,116
XProc,2014-05,98
Bro,2014-05,98
Logtalk,2014-05,98
Io,2014-05,97
Parrot,2014-05,95
Hy,2014-05,81
Monkey,2014-05,78
Red,2014-05,77
Volt,2014-05,70
Frege,2014-05,68
Fantom,2014-05,66
JSONiq,2014-05,62
Delphi,2014-05,61
Glyph,2014-05,59
Nu,2014-05,48
FLUX,2014-05,44
wisp,2014-05,43
Forth,2014-05,39
J,2014-05,38
RobotFramework,2014-05,35
Zephir,2014-05,35
Ecl,2014-05,35
Clean,2014-05,33
eC,2014-05,24
Self,2014-05,22
ABAP,2014-05,21
Ragel in Ruby Host,2014-05,20
Turing,2014-05,18
Oxygene,2014-05,15
PogoScript,2014-05,13
Grammatical Framework,2014-05,11
Dogescript,2014-05,11
Harbour,2014-05,7
Mirah,2014-05,5
Cirru,2014-05,5
Rouge,2014-05,5
Opa,2014-05,2
DCPU-16 ASM,2014-05,2
ooc,2014-05,2
E,2014-05,1
Fancy,2014-05,1
JavaScript,2014-04,1559062
Java,2014-04,949704
Python,2014-04,730571
Ruby,2014-04,627424
CSS,2014-04,615125
PHP,2014-04,598745
C++,2014-04,389773
C,2014-04,376278
Objective-C,2014-04,215031
Shell,2014-04,209894
C#,2014-04,193065
Go,2014-04,88447
CoffeeScript,2014-04,60472
VimL,2014-04,56131
R,2014-04,55685
Perl,2014-04,55231
Scala,2014-04,54683
TeX,2014-04,51449
Haskell,2014-04,33883
Lua,2014-04,31551
Clojure,2014-04,28152
Emacs Lisp,2014-04,26608
Groovy,2014-04,17958
TypeScript,2014-04,17647
Puppet,2014-04,17443
Matlab,2014-04,16073
Erlang,2014-04,15333
Rust,2014-04,12696
ActionScript,2014-04,11130
Arduino,2014-04,8940
XSLT,2014-04,8180
OCaml,2014-04,8077
ASP,2014-04,7842
Dart,2014-04,7582
D,2014-04,7491
PowerShell,2014-04,6955
Assembly,2014-04,6331
Visual Basic,2014-04,6195
Julia,2014-04,6193
Haxe,2014-04,6009
DM,2014-04,5758
Common Lisp,2014-04,5638
F#,2014-04,5581
Objective-C++,2014-04,5225
Processing,2014-04,5170
Scheme,2014-04,4972
FORTRAN,2014-04,4358
Pascal,2014-04,4128
Elixir,2014-04,3430
VHDL,2014-04,3258
Racket,2014-04,2984
LiveScript,2014-04,2798
Verilog,2014-04,2672
nesC,2014-04,2304
IDL,2014-04,2180
Eiffel,2014-04,1732
ColdFusion,2014-04,1605
Vala,2014-04,1586
BlitzBasic,2014-04,1549
Apex,2014-04,1454
AutoHotkey,2014-04,1364
Standard ML,2014-04,1242
XML,2014-04,1219
DOT,2014-04,1201
Logos,2014-04,1199
Tcl,2014-04,1184
xBase,2014-04,1132
AppleScript,2014-04,1090
Max,2014-04,956
AutoIt,2014-04,928
Coq,2014-04,906
Smalltalk,2014-04,860
Nimrod,2014-04,813
M,2014-04,811
OpenEdge ABL,2014-04,730
Xtend,2014-04,722
Ada,2014-04,675
Gosu,2014-04,672
Nemerle,2014-04,604
Kotlin,2014-04,600
KRL,2014-04,554
XQuery,2014-04,553
Lasso,2014-04,553
Perl6,2014-04,551
Objective-J,2014-04,534
Rebol,2014-04,469
Agda,2014-04,465
NetLogo,2014-04,463
Elm,2014-04,463
XC,2014-04,444
Prolog,2014-04,390
COBOL,2014-04,363
UnrealScript,2014-04,342
Slash,2014-04,339
SuperCollider,2014-04,324
Awk,2014-04,313
HaXe,2014-04,313
Idris,2014-04,277
Pure Data,2014-04,274
Factor,2014-04,252
Bluespec,2014-04,247
SourcePawn,2014-04,246
Squirrel,2014-04,224
Brightscript,2014-04,221
Scilab,2014-04,195
CLIPS,2014-04,195
Arc,2014-04,191
Game Maker Language,2014-04,188
MoonScript,2014-04,168
Dylan,2014-04,156
PureScript,2014-04,134
Augeas,2014-04,132
ANTLR,2014-04,131
Logtalk,2014-04,129
SystemVerilog,2014-04,122
Io,2014-04,107
Pike,2014-04,95
Parrot,2014-04,81
PAWN,2014-04,79
GAP,2014-04,75
REALbasic,2014-04,67
Ceylon,2014-04,67
Mercury,2014-04,64
ATS,2014-04,64
Crystal,2014-04,64
FLUX,2014-04,62
Delphi,2014-04,61
Hy,2014-04,61
wisp,2014-04,55
Ragel in Ruby Host,2014-04,52
Stata,2014-04,50
Zephir,2014-04,49
Frege,2014-04,48
Bro,2014-04,48
Inform 7,2014-04,42
Gnuplot,2014-04,41
Oxygene,2014-04,40
Glyph,2014-04,39
Boo,2014-04,39
eC,2014-04,38
Monkey,2014-04,37
AspectJ,2014-04,37
XProc,2014-04,36
Ecl,2014-04,33
Fantom,2014-04,32
Volt,2014-04,30
Clean,2014-04,28
RobotFramework,2014-04,22
J,2014-04,20
Mirah,2014-04,19
Alloy,2014-04,19
Mathematica,2014-04,17
Self,2014-04,15
DCPU-16 ASM,2014-04,14
Turing,2014-04,13
PogoScript,2014-04,12
Forth,2014-04,11
Rouge,2014-04,11
ABAP,2014-04,10
Nu,2014-04,10
Opa,2014-04,7
Fancy,2014-04,6
Harbour,2014-04,3
ooc,2014-04,3
JSONiq,2014-04,2
Grammatical Framework,2014-04,1
JavaScript,2014-03,1510994
Java,2014-03,912973
Python,2014-03,727375
PHP,2014-03,613374
CSS,2014-03,613322
Ruby,2014-03,611042
C++,2014-03,391382
C,2014-03,386797
Shell,2014-03,216714
Objective-C,2014-03,212820
C#,2014-03,177190
Go,2014-03,75000
CoffeeScript,2014-03,68705
Perl,2014-03,59755
VimL,2014-03,57904
Scala,2014-03,53034
TeX,2014-03,49351
R,2014-03,47853
Haskell,2014-03,29985
Emacs Lisp,2014-03,29514
Lua,2014-03,28153
Clojure,2014-03,26852
TypeScript,2014-03,21352
Puppet,2014-03,19975
Groovy,2014-03,16181
Erlang,2014-03,15666
Matlab,2014-03,14770
Dart,2014-03,10072
ActionScript,2014-03,10040
Rust,2014-03,9648
Arduino,2014-03,9196
Assembly,2014-03,8304
OCaml,2014-03,8192
D,2014-03,8183
Julia,2014-03,8043
XSLT,2014-03,7771
F#,2014-03,5910
PowerShell,2014-03,5859
Haxe,2014-03,5624
Common Lisp,2014-03,5517
Visual Basic,2014-03,5483
ASP,2014-03,5071
DM,2014-03,5069
Processing,2014-03,4685
FORTRAN,2014-03,4629
Pascal,2014-03,4438
Scheme,2014-03,4286
KRL,2014-03,3244
VHDL,2014-03,3212
Elixir,2014-03,3126
Verilog,2014-03,2689
Racket,2014-03,2630
Vala,2014-03,2284
LiveScript,2014-03,2280
IDL,2014-03,2208
nesC,2014-03,2169
ColdFusion,2014-03,1659
BlitzBasic,2014-03,1558
Apex,2014-03,1436
Standard ML,2014-03,1433
Tcl,2014-03,1378
Logos,2014-03,1354
AutoHotkey,2014-03,1289
XML,2014-03,1222
DOT,2014-03,1142
Max,2014-03,1053
AppleScript,2014-03,1026
Lasso,2014-03,1006
Eiffel,2014-03,959
M,2014-03,829
Kotlin,2014-03,826
AutoIt,2014-03,796
Nimrod,2014-03,790
OpenEdge ABL,2014-03,779
Coq,2014-03,768
Smalltalk,2014-03,736
xBase,2014-03,623
Ada,2014-03,589
Pure Data,2014-03,539
Objective-J,2014-03,526
Awk,2014-03,520
XQuery,2014-03,473
Elm,2014-03,470
Gosu,2014-03,388
Agda,2014-03,381
Nemerle,2014-03,366
Xtend,2014-03,352
NetLogo,2014-03,344
UnrealScript,2014-03,336
Brightscript,2014-03,305
Perl6,2014-03,298
Slash,2014-03,283
Dylan,2014-03,270
MoonScript,2014-03,266
HaXe,2014-03,259
SuperCollider,2014-03,254
Squirrel,2014-03,248
XC,2014-03,241
Io,2014-03,226
Factor,2014-03,217
Bluespec,2014-03,212
Prolog,2014-03,199
COBOL,2014-03,198
Scilab,2014-03,189
CLIPS,2014-03,184
Pike,2014-03,167
Ceylon,2014-03,152
Crystal,2014-03,150
Parrot,2014-03,150
Idris,2014-03,146
Monkey,2014-03,139
wisp,2014-03,126
ANTLR,2014-03,124
Boo,2014-03,119
Turing,2014-03,111
Clean,2014-03,111
Arc,2014-03,107
Logtalk,2014-03,106
Rebol,2014-03,97
Oxygene,2014-03,84
Delphi,2014-03,84
Glyph,2014-03,82
Augeas,2014-03,80
REALbasic,2014-03,78
Fantom,2014-03,76
ooc,2014-03,74
Mirah,2014-03,66
Forth,2014-03,64
XProc,2014-03,54
RobotFramework,2014-03,54
Bro,2014-03,53
Self,2014-03,52
DCPU-16 ASM,2014-03,52
Ioke,2014-03,43
Ragel in Ruby Host,2014-03,42
J,2014-03,37
Volt,2014-03,29
eC,2014-03,27
ABAP,2014-03,27
Ecl,2014-03,26
Rouge,2014-03,22
PogoScript,2014-03,15
Nu,2014-03,9
Fancy,2014-03,8
Opa,2014-03,8
TXL,2014-03,2
JavaScript,2014-02,1304611
Java,2014-02,765364
Python,2014-02,739782
Ruby,2014-02,568085
PHP,2014-02,549226
CSS,2014-02,500641
C++,2014-02,341223
C,2014-02,333998
Shell,2014-02,193077
Objective-C,2014-02,175467
C#,2014-02,156063
Go,2014-02,72684
CoffeeScript,2014-02,59986
VimL,2014-02,52966
Perl,2014-02,50835
Scala,2014-02,48780
TeX,2014-02,39287
R,2014-02,28199
Lua,2014-02,27327
Clojure,2014-02,26600
Haskell,2014-02,25221
Emacs Lisp,2014-02,24813
TypeScript,2014-02,18192
Puppet,2014-02,17102
Groovy,2014-02,15469
Erlang,2014-02,13575
Matlab,2014-02,12293
Rust,2014-02,9938
Dart,2014-02,9485
ActionScript,2014-02,8887
Arduino,2014-02,7958
D,2014-02,7889
Julia,2014-02,7565
OCaml,2014-02,7556
XSLT,2014-02,6363
Assembly,2014-02,6101
Common Lisp,2014-02,5202
Visual Basic,2014-02,5002
Scheme,2014-02,4995
Haxe,2014-02,4824
PowerShell,2014-02,4792
ASP,2014-02,4788
F#,2014-02,4554
DM,2014-02,4220
Processing,2014-02,4030
Pascal,2014-02,4003
Elixir,2014-02,3828
FORTRAN,2014-02,3559
VHDL,2014-02,3115
KRL,2014-02,2973
IDL,2014-02,2413
ColdFusion,2014-02,2291
Racket,2014-02,2236
nesC,2014-02,2048
Vala,2014-02,1933
Apex,2014-02,1646
AutoHotkey,2014-02,1583
LiveScript,2014-02,1565
Verilog,2014-02,1500
BlitzBasic,2014-02,1497
Tcl,2014-02,1422
Standard ML,2014-02,1337
Logos,2014-02,1231
XML,2014-02,1197
DOT,2014-02,1121
AppleScript,2014-02,950
Lasso,2014-02,902
Max,2014-02,853
Coq,2014-02,831
Smalltalk,2014-02,755
OpenEdge ABL,2014-02,716
Objective-J,2014-02,705
Nimrod,2014-02,699
