repository_language,date,activity
TypeScript,2013-09-01,7567
OCaml,2013-09-01,6499
Rust,2013-09-01,6234
XSLT,2013-09-01,4968
D,2013-09-01,4961
Arduino,2013-09-01,4916
Logos,2013-09-01,4444
Visual Basic,2013-09-01,4065
Common Lisp,2013-09-01,3772
Dart,2013-09-01,3503
PowerShell,2013-09-01,3256
Racket,2013-09-01,3104
Assembly,2013-09-01,2916
Processing,2013-09-01,2880
Julia,2013-09-01,2824
Haxe,2013-09-01,2743
Scheme,2013-09-01,2728
FORTRAN,2013-09-01,2680
Elixir,2013-09-01,2561
Delphi,2013-09-01,2473
ASP,2013-09-01,2430
ColdFusion,2013-09-01,2277
Prolog,2013-09-01,2240
F#,2013-09-01,1853
Vala,2013-09-01,1811
DOT,2013-09-01,1500
Pascal,2013-09-01,1386
VHDL,2013-09-01,1266
Verilog,2013-09-01,1257
Eiffel,2013-09-01,1035
AutoHotkey,2013-09-01,946
Tcl,2013-09-01,899
OpenEdge ABL,2013-09-01,801
XML,2013-09-01,759
Standard ML,2013-09-01,696
SuperCollider,2013-09-01,673
Smalltalk,2013-09-01,634
Lasso,2013-09-01,628
Apex,2013-09-01,612
Coq,2013-09-01,545
LiveScript,2013-09-01,497
Nemerle,2013-09-01,461
AppleScript,2013-09-01,393
Ada,2013-09-01,358
XQuery,2013-09-01,353
Slash,2013-09-01,349
M,2013-09-01,335
HaXe,2013-09-01,320
Parrot,2013-09-01,254
Kotlin,2013-09-01,254
Gosu,2013-09-01,245
Awk,2013-09-01,220
Nimrod,2013-09-01,203
Pure Data,2013-09-01,200
Objective-J,2013-09-01,196
Scilab,2013-09-01,195
Xtend,2013-09-01,175
Factor,2013-09-01,152
Ceylon,2013-09-01,142
Io,2013-09-01,131
DCPU-16 ASM,2013-09-01,123
XC,2013-09-01,117
Squirrel,2013-09-01,105
Dylan,2013-09-01,101
Logtalk,2013-09-01,96
MoonScript,2013-09-01,86
Ecl,2013-09-01,71
Opa,2013-09-01,53
XProc,2013-09-01,50
Arc,2013-09-01,42
eC,2013-09-01,38
Boo,2013-09-01,38
Augeas,2013-09-01,36
Bro,2013-09-01,33
Self,2013-09-01,33
Forth,2013-09-01,33
Pike,2013-09-01,28
Rebol,2013-09-01,26
Monkey,2013-09-01,23
Mirah,2013-09-01,21
Ragel in Ruby Host,2013-09-01,20
Fancy,2013-09-01,19
ooc,2013-09-01,17
Max,2013-09-01,13
Nu,2013-09-01,13
CLIPS,2013-09-01,9
ABAP,2013-09-01,8
PogoScript,2013-09-01,6
COBOL,2013-09-01,5
wisp,2013-09-01,3
Rouge,2013-09-01,2
Fantom,2013-09-01,1
Turing,2013-09-01,1
JavaScript,2013-08-01,1076790
Java,2013-08-01,544217
Ruby,2013-08-01,508275
Python,2013-08-01,496346
PHP,2013-08-01,414528
CSS,2013-08-01,337626
C++,2013-08-01,266029
C,2013-08-01,254928
Shell,2013-08-01,149273
Objective-C,2013-08-01,126607
C#,2013-08-01,106279
Scala,2013-08-01,88650
VimL,2013-08-01,53198
Perl,2013-08-01,50775
Go,2013-08-01,47786
CoffeeScript,2013-08-01,43074
Haskell,2013-08-01,22827
Emacs Lisp,2013-08-01,22058
Clojure,2013-08-01,20984
Lua,2013-08-01,20603
Erlang,2013-08-01,15711
R,2013-08-01,15566
Puppet,2013-08-01,13935
Groovy,2013-08-01,10236
ActionScript,2013-08-01,9431
Matlab,2013-08-01,9430
TypeScript,2013-08-01,8036
Rust,2013-08-01,7270
OCaml,2013-08-01,6989
D,2013-08-01,5962
XSLT,2013-08-01,5456
Arduino,2013-08-01,4335
Common Lisp,2013-08-01,4174
Scheme,2013-08-01,4041
Logos,2013-08-01,3844
PowerShell,2013-08-01,3690
Visual Basic,2013-08-01,3678
Elixir,2013-08-01,3589
Julia,2013-08-01,3533
Delphi,2013-08-01,3337
FORTRAN,2013-08-01,3321
Dart,2013-08-01,3245
Haxe,2013-08-01,3214
Assembly,2013-08-01,2853
Processing,2013-08-01,2780
Racket,2013-08-01,2501
ASP,2013-08-01,2359
Prolog,2013-08-01,2173
ColdFusion,2013-08-01,1938
F#,2013-08-01,1733
Vala,2013-08-01,1552
Verilog,2013-08-01,1370
DOT,2013-08-01,1260
LiveScript,2013-08-01,1126
XML,2013-08-01,1092
AutoHotkey,2013-08-01,1028
Tcl,2013-08-01,967
VHDL,2013-08-01,951
Apex,2013-08-01,940
Coq,2013-08-01,854
OpenEdge ABL,2013-08-01,710
Smalltalk,2013-08-01,632
Lasso,2013-08-01,581
Standard ML,2013-08-01,580
SuperCollider,2013-08-01,564
Eiffel,2013-08-01,556
Ada,2013-08-01,427
M,2013-08-01,362
Objective-J,2013-08-01,362
Kotlin,2013-08-01,355
Slash,2013-08-01,346
Dylan,2013-08-01,344
Nemerle,2013-08-01,340
XQuery,2013-08-01,336
Nimrod,2013-08-01,335
Gosu,2013-08-01,302
HaXe,2013-08-01,256
AppleScript,2013-08-01,251
Pure Data,2013-08-01,241
Factor,2013-08-01,221
Awk,2013-08-01,194
Xtend,2013-08-01,179
Parrot,2013-08-01,161
ooc,2013-08-01,161
Io,2013-08-01,159
Augeas,2013-08-01,109
Scilab,2013-08-01,95
Rebol,2013-08-01,91
Ceylon,2013-08-01,80
Ecl,2013-08-01,73
Arc,2013-08-01,73
MoonScript,2013-08-01,64
Logtalk,2013-08-01,64
Bro,2013-08-01,64
Mirah,2013-08-01,55
XProc,2013-08-01,54
Monkey,2013-08-01,52
XC,2013-08-01,48
Boo,2013-08-01,45
CLIPS,2013-08-01,27
DCPU-16 ASM,2013-08-01,26
wisp,2013-08-01,25
Forth,2013-08-01,23
eC,2013-08-01,17
Ragel in Ruby Host,2013-08-01,17
Nu,2013-08-01,13
Max,2013-08-01,10
PogoScript,2013-08-01,9
ABAP,2013-08-01,8
Fancy,2013-08-01,8
Pike,2013-08-01,6
Self,2013-08-01,4
Rouge,2013-08-01,4
Omgrofl,2013-08-01,3
Opa,2013-08-01,3
Turing,2013-08-01,2
Fantom,2013-08-01,2
JavaScript,2013-07-01,1280714
Java,2013-07-01,557929
Ruby,2013-07-01,553155
Python,2013-07-01,519832
PHP,2013-07-01,438145
C++,2013-07-01,272124
C,2013-07-01,240419
Shell,2013-07-01,155360
Objective-C,2013-07-01,132089
C#,2013-07-01,106643
Perl,2013-07-01,53096
VimL,2013-07-01,51203
CoffeeScript,2013-07-01,42272
Go,2013-07-01,41540
Scala,2013-07-01,37948
Clojure,2013-07-01,21716
Haskell,2013-07-01,20389
Emacs Lisp,2013-07-01,20254
Lua,2013-07-01,19789
R,2013-07-01,14786
Puppet,2013-07-01,14138
Erlang,2013-07-01,11663
CSS,2013-07-01,11153
Groovy,2013-07-01,10896
ActionScript,2013-07-01,10320
Matlab,2013-07-01,9644
TypeScript,2013-07-01,8194
Scheme,2013-07-01,7125
Rust,2013-07-01,6290
OCaml,2013-07-01,5642
XSLT,2013-07-01,4993
Arduino,2013-07-01,4893
D,2013-07-01,4700
Dart,2013-07-01,4562
Julia,2013-07-01,4100
Common Lisp,2013-07-01,4082
Logos,2013-07-01,3933
Visual Basic,2013-07-01,3742
Elixir,2013-07-01,3621
Delphi,2013-07-01,3497
Haxe,2013-07-01,3482
FORTRAN,2013-07-01,3306
PowerShell,2013-07-01,2996
ASP,2013-07-01,2948
Racket,2013-07-01,2746
Vala,2013-07-01,2704
Assembly,2013-07-01,2688
Processing,2013-07-01,2647
Prolog,2013-07-01,2481
F#,2013-07-01,2265
ColdFusion,2013-07-01,2232
DOT,2013-07-01,1527
XML,2013-07-01,1513
Verilog,2013-07-01,1335
VHDL,2013-07-01,1289
OpenEdge ABL,2013-07-01,1174
Tcl,2013-07-01,1054
AutoHotkey,2013-07-01,987
Smalltalk,2013-07-01,972
SuperCollider,2013-07-01,844
Standard ML,2013-07-01,745
Lasso,2013-07-01,669
LiveScript,2013-07-01,643
Coq,2013-07-01,636
Apex,2013-07-01,627
Ada,2013-07-01,623
Pure Data,2013-07-01,575
Nimrod,2013-07-01,464
Dylan,2013-07-01,458
Objective-J,2013-07-01,380
M,2013-07-01,340
Nemerle,2013-07-01,330
AppleScript,2013-07-01,310
Kotlin,2013-07-01,308
HaXe,2013-07-01,303
Factor,2013-07-01,302
Eiffel,2013-07-01,244
XQuery,2013-07-01,242
Xtend,2013-07-01,230
Slash,2013-07-01,220
Gosu,2013-07-01,207
Scilab,2013-07-01,200
Parrot,2013-07-01,180
XProc,2013-07-01,175
Arc,2013-07-01,162
Io,2013-07-01,151
Awk,2013-07-01,116
Rebol,2013-07-01,112
ooc,2013-07-01,108
XC,2013-07-01,94
Ragel in Ruby Host,2013-07-01,84
Forth,2013-07-01,83
CLIPS,2013-07-01,81
MoonScript,2013-07-01,78
Ceylon,2013-07-01,71
Max,2013-07-01,61
Augeas,2013-07-01,55
Boo,2013-07-01,47
Turing,2013-07-01,38
Fancy,2013-07-01,31
Pike,2013-07-01,30
DCPU-16 ASM,2013-07-01,28
Bro,2013-07-01,28
Ecl,2013-07-01,23
eC,2013-07-01,23
PogoScript,2013-07-01,22
Logtalk,2013-07-01,19
Mirah,2013-07-01,13
Monkey,2013-07-01,13
ABAP,2013-07-01,10
Nu,2013-07-01,10
wisp,2013-07-01,6
Opa,2013-07-01,6
Self,2013-07-01,4
Ioke,2013-07-01,1
JavaScript,2013-06-01,1105998
Java,2013-06-01,540621
Ruby,2013-06-01,492983
Python,2013-06-01,449336
PHP,2013-06-01,398209
C++,2013-06-01,245909
C,2013-06-01,233957
Shell,2013-06-01,133322
Objective-C,2013-06-01,115274
C#,2013-06-01,102143
Perl,2013-06-01,50768
VimL,2013-06-01,43763
CoffeeScript,2013-06-01,38128
Go,2013-06-01,35693
Scala,2013-06-01,33676
Clojure,2013-06-01,20243
Haskell,2013-06-01,19251
Lua,2013-06-01,19063
Emacs Lisp,2013-06-01,18068
R,2013-06-01,13693
Puppet,2013-06-01,12351
Erlang,2013-06-01,11551
Groovy,2013-06-01,10650
Matlab,2013-06-01,9909
ActionScript,2013-06-01,9240
Prolog,2013-06-01,7363
TypeScript,2013-06-01,7263
OCaml,2013-06-01,6463
Logos,2013-06-01,5395
Rust,2013-06-01,5352
Common Lisp,2013-06-01,5147
D,2013-06-01,5018
Dart,2013-06-01,4936
Arduino,2013-06-01,4357
Julia,2013-06-01,3832
Processing,2013-06-01,3622
Delphi,2013-06-01,3621
Assembly,2013-06-01,3423
XSLT,2013-06-01,3407
Haxe,2013-06-01,3328
Visual Basic,2013-06-01,3248
Elixir,2013-06-01,3021
ASP,2013-06-01,2932
FORTRAN,2013-06-01,2916
Scheme,2013-06-01,2855
PowerShell,2013-06-01,2852
Racket,2013-06-01,2607
ColdFusion,2013-06-01,2594
F#,2013-06-01,2381
XML,2013-06-01,2258
VHDL,2013-06-01,1393
Verilog,2013-06-01,1325
DOT,2013-06-01,1250
AutoHotkey,2013-06-01,916
Vala,2013-06-01,892
Lasso,2013-06-01,886
Tcl,2013-06-01,857
Apex,2013-06-01,735
Smalltalk,2013-06-01,711
Standard ML,2013-06-01,622
LiveScript,2013-06-01,608
OpenEdge ABL,2013-06-01,525
Coq,2013-06-01,497
Objective-J,2013-06-01,495
SuperCollider,2013-06-01,464
Ada,2013-06-01,378
AppleScript,2013-06-01,352
HaXe,2013-06-01,334
Pure Data,2013-06-01,316
Nimrod,2013-06-01,306
Scilab,2013-06-01,305
Eiffel,2013-06-01,264
Io,2013-06-01,256
M,2013-06-01,247
Gosu,2013-06-01,243
Parrot,2013-06-01,229
Awk,2013-06-01,213
XQuery,2013-06-01,209
Nemerle,2013-06-01,209
Xtend,2013-06-01,200
Rebol,2013-06-01,160
Boo,2013-06-01,147
Arc,2013-06-01,144
Kotlin,2013-06-01,128
Factor,2013-06-01,124
Dylan,2013-06-01,118
Ceylon,2013-06-01,116
Monkey,2013-06-01,83
CLIPS,2013-06-01,72
Augeas,2013-06-01,59
DCPU-16 ASM,2013-06-01,58
Ragel in Ruby Host,2013-06-01,55
Turing,2013-06-01,43
Forth,2013-06-01,42
MoonScript,2013-06-01,38
Max,2013-06-01,35
ooc,2013-06-01,33
Opa,2013-06-01,32
PogoScript,2013-06-01,31
XProc,2013-06-01,30
Logtalk,2013-06-01,26
Ioke,2013-06-01,24
Fancy,2013-06-01,23
Nu,2013-06-01,19
Ecl,2013-06-01,18
Pike,2013-06-01,12
eC,2013-06-01,11
Bro,2013-06-01,10
ABAP,2013-06-01,9
Mirah,2013-06-01,9
wisp,2013-06-01,7
Self,2013-06-01,2
Rouge,2013-06-01,1
JavaScript,2013-05-01,1112072
Java,2013-05-01,612133
Ruby,2013-05-01,512589
Python,2013-05-01,460485
PHP,2013-05-01,425306
C++,2013-05-01,288467
C,2013-05-01,248942
Shell,2013-05-01,140744
Objective-C,2013-05-01,127065
C#,2013-05-01,114427
Perl,2013-05-01,52329
VimL,2013-05-01,45932
CoffeeScript,2013-05-01,40353
Scala,2013-05-01,35411
Go,2013-05-01,34766
Clojure,2013-05-01,21689
Emacs Lisp,2013-05-01,21438
Lua,2013-05-01,19440
Haskell,2013-05-01,19427
R,2013-05-01,13818
Puppet,2013-05-01,12370
Matlab,2013-05-01,11944
Erlang,2013-05-01,11925
Standard ML,2013-05-01,11617
ActionScript,2013-05-01,10458
Groovy,2013-05-01,10371
Haxe,2013-05-01,7644
TypeScript,2013-05-01,7521
Rust,2013-05-01,6479
Logos,2013-05-01,6455
OCaml,2013-05-01,6120
XML,2013-05-01,5492
Arduino,2013-05-01,4907
D,2013-05-01,4649
Common Lisp,2013-05-01,4348
Dart,2013-05-01,4189
Assembly,2013-05-01,3993
Julia,2013-05-01,3748
Delphi,2013-05-01,3742
ASP,2013-05-01,3340
Scheme,2013-05-01,3331
Visual Basic,2013-05-01,3256
Processing,2013-05-01,3082
FORTRAN,2013-05-01,2978
PowerShell,2013-05-01,2738
Racket,2013-05-01,2723
ColdFusion,2013-05-01,2432
Prolog,2013-05-01,2401
F#,2013-05-01,2129
VHDL,2013-05-01,2044
Elixir,2013-05-01,1792
Verilog,2013-05-01,1455
DOT,2013-05-01,1386
Vala,2013-05-01,1345
Coq,2013-05-01,1220
Tcl,2013-05-01,984
Lasso,2013-05-01,953
Smalltalk,2013-05-01,945
AutoHotkey,2013-05-01,755
SuperCollider,2013-05-01,753
Apex,2013-05-01,683
LiveScript,2013-05-01,617
Ada,2013-05-01,525
Pure Data,2013-05-01,497
Objective-J,2013-05-01,467
OpenEdge ABL,2013-05-01,446
HaXe,2013-05-01,445
Nimrod,2013-05-01,368
Eiffel,2013-05-01,327
AppleScript,2013-05-01,323
Nemerle,2013-05-01,288
Awk,2013-05-01,269
Factor,2013-05-01,253
XQuery,2013-05-01,233
Scilab,2013-05-01,222
Kotlin,2013-05-01,203
Io,2013-05-01,196
Parrot,2013-05-01,169
Logtalk,2013-05-01,148
Xtend,2013-05-01,136
Gosu,2013-05-01,125
ooc,2013-05-01,120
DCPU-16 ASM,2013-05-01,113
Dylan,2013-05-01,99
Rebol,2013-05-01,91
Augeas,2013-05-01,88
Ceylon,2013-05-01,80
Boo,2013-05-01,75
Monkey,2013-05-01,70
Arc,2013-05-01,67
Turing,2013-05-01,61
MoonScript,2013-05-01,53
Ecl,2013-05-01,45
Max,2013-05-01,38
Forth,2013-05-01,32
Fancy,2013-05-01,27
PogoScript,2013-05-01,20
Ragel in Ruby Host,2013-05-01,16
CLIPS,2013-05-01,15
Nu,2013-05-01,15
Opa,2013-05-01,14
Bro,2013-05-01,14
eC,2013-05-01,7
Pike,2013-05-01,7
Fantom,2013-05-01,6
Mirah,2013-05-01,5
ABAP,2013-05-01,4
Omgrofl,2013-05-01,3
Self,2013-05-01,3
Rouge,2013-05-01,2
Ioke,2013-05-01,1
JavaScript,2013-04-01,1072946
Java,2013-04-01,601827
Ruby,2013-04-01,508725
Python,2013-04-01,452390
PHP,2013-04-01,419640
C++,2013-04-01,272242
C,2013-04-01,246147
Shell,2013-04-01,129844
Objective-C,2013-04-01,128121
C#,2013-04-01,108351
Perl,2013-04-01,51180
VimL,2013-04-01,49632
CoffeeScript,2013-04-01,43409
Scala,2013-04-01,35260
Go,2013-04-01,29534
Emacs Lisp,2013-04-01,22891
Lua,2013-04-01,20925
Clojure,2013-04-01,20096
Haskell,2013-04-01,19008
Matlab,2013-04-01,13681
R,2013-04-01,13224
Erlang,2013-04-01,12606
Puppet,2013-04-01,12087
ActionScript,2013-04-01,10716
Groovy,2013-04-01,10615
Standard ML,2013-04-01,6877
TypeScript,2013-04-01,6674
XML,2013-04-01,5956
OCaml,2013-04-01,5382
Logos,2013-04-01,5381
Dart,2013-04-01,5271
Arduino,2013-04-01,4916
Rust,2013-04-01,4629
Common Lisp,2013-04-01,4401
Julia,2013-04-01,4095
ASP,2013-04-01,4055
Processing,2013-04-01,3845
D,2013-04-01,3773
Assembly,2013-04-01,3704
Scheme,2013-04-01,3682
Visual Basic,2013-04-01,3466
Haxe,2013-04-01,3366
Delphi,2013-04-01,3100
ColdFusion,2013-04-01,2734
FORTRAN,2013-04-01,2554
Racket,2013-04-01,2487
PowerShell,2013-04-01,2446
F#,2013-04-01,2276
Verilog,2013-04-01,2139
VHDL,2013-04-01,1995
Prolog,2013-04-01,1856
DOT,2013-04-01,1598
Coq,2013-04-01,1394
Elixir,2013-04-01,1061
Smalltalk,2013-04-01,1050
Lasso,2013-04-01,960
Vala,2013-04-01,955
Factor,2013-04-01,765
Eiffel,2013-04-01,680
Tcl,2013-04-01,675
AutoHotkey,2013-04-01,661
Apex,2013-04-01,650
Ada,2013-04-01,642
LiveScript,2013-04-01,631
OpenEdge ABL,2013-04-01,530
Objective-J,2013-04-01,527
HaXe,2013-04-01,497
SuperCollider,2013-04-01,473
AppleScript,2013-04-01,389
Pure Data,2013-04-01,344
Kotlin,2013-04-01,318
XQuery,2013-04-01,292
DCPU-16 ASM,2013-04-01,248
Nemerle,2013-04-01,230
Nimrod,2013-04-01,216
PogoScript,2013-04-01,202
Awk,2013-04-01,182
Parrot,2013-04-01,175
Gosu,2013-04-01,174
Nu,2013-04-01,161
Dylan,2013-04-01,158
Io,2013-04-01,133
MoonScript,2013-04-01,126
Arc,2013-04-01,121
Xtend,2013-04-01,118
Scilab,2013-04-01,108
Boo,2013-04-01,99
Ceylon,2013-04-01,95
ooc,2013-04-01,94
Ragel in Ruby Host,2013-04-01,65
Augeas,2013-04-01,61
Logtalk,2013-04-01,59
Monkey,2013-04-01,56
Turing,2013-04-01,51
CLIPS,2013-04-01,43
Rebol,2013-04-01,41
Fantom,2013-04-01,36
Ecl,2013-04-01,35
Pike,2013-04-01,28
Bro,2013-04-01,20
Forth,2013-04-01,18
Opa,2013-04-01,15
Max,2013-04-01,11
Rouge,2013-04-01,11
ABAP,2013-04-01,10
Ioke,2013-04-01,9
Fancy,2013-04-01,7
Self,2013-04-01,5
Mirah,2013-04-01,5
eC,2013-04-01,3
JavaScript,2013-03-01,1046422
Java,2013-03-01,567670
Ruby,2013-03-01,496942
Python,2013-03-01,431464
PHP,2013-03-01,408831
C,2013-03-01,240929
C++,2013-03-01,232158
Objective-C,2013-03-01,153740
Shell,2013-03-01,124105
C#,2013-03-01,97433
Perl,2013-03-01,51682
VimL,2013-03-01,48986
CoffeeScript,2013-03-01,39146
Scala,2013-03-01,31338
Go,2013-03-01,26720
Clojure,2013-03-01,22069
Emacs Lisp,2013-03-01,21992
Haskell,2013-03-01,20825
Lua,2013-03-01,20033
Erlang,2013-03-01,12963
R,2013-03-01,12217
Matlab,2013-03-01,11776
Puppet,2013-03-01,11079
ActionScript,2013-03-01,10359
Groovy,2013-03-01,10138
OCaml,2013-03-01,5593
D,2013-03-01,4542
XML,2013-03-01,4456
Common Lisp,2013-03-01,4129
Dart,2013-03-01,4104
Rust,2013-03-01,4073
TypeScript,2013-03-01,3956
Julia,2013-03-01,3921
Arduino,2013-03-01,3842
Scheme,2013-03-01,3763
Assembly,2013-03-01,3336
Delphi,2013-03-01,3288
Logos,2013-03-01,3211
Visual Basic,2013-03-01,3073
ASP,2013-03-01,2740
Racket,2013-03-01,2721
PowerShell,2013-03-01,2601
F#,2013-03-01,2180
FORTRAN,2013-03-01,2129
ColdFusion,2013-03-01,2076
Verilog,2013-03-01,1922
Prolog,2013-03-01,1901
Haxe,2013-03-01,1689
VHDL,2013-03-01,1683
Lasso,2013-03-01,1641
HaXe,2013-03-01,1495
Processing,2013-03-01,1238
Elixir,2013-03-01,906
Vala,2013-03-01,896
Smalltalk,2013-03-01,891
Tcl,2013-03-01,879
Factor,2013-03-01,850
Objective-J,2013-03-01,835
DOT,2013-03-01,678
Standard ML,2013-03-01,652
Apex,2013-03-01,635
Eiffel,2013-03-01,573
AutoHotkey,2013-03-01,560
Coq,2013-03-01,504
OpenEdge ABL,2013-03-01,492
LiveScript,2013-03-01,435
Ada,2013-03-01,428
ooc,2013-03-01,428
XQuery,2013-03-01,370
AppleScript,2013-03-01,356
Nemerle,2013-03-01,309
Kotlin,2013-03-01,294
Pure Data,2013-03-01,289
Dylan,2013-03-01,280
SuperCollider,2013-03-01,274
Parrot,2013-03-01,218
Gosu,2013-03-01,192
Nimrod,2013-03-01,191
DCPU-16 ASM,2013-03-01,174
Io,2013-03-01,163
Scilab,2013-03-01,162
Logtalk,2013-03-01,152
Ceylon,2013-03-01,150
Xtend,2013-03-01,148
Awk,2013-03-01,128
Arc,2013-03-01,110
CLIPS,2013-03-01,92
Boo,2013-03-01,85
Rebol,2013-03-01,84
Monkey,2013-03-01,76
Augeas,2013-03-01,55
Bro,2013-03-01,37
Fantom,2013-03-01,32
Turing,2013-03-01,28
Fancy,2013-03-01,20
eC,2013-03-01,20
Ioke,2013-03-01,17
Nu,2013-03-01,16
Ecl,2013-03-01,14
Forth,2013-03-01,11
PogoScript,2013-03-01,10
Mirah,2013-03-01,9
Pike,2013-03-01,9
Max,2013-03-01,8
Self,2013-03-01,8
Opa,2013-03-01,4
ABAP,2013-03-01,4
Ragel in Ruby Host,2013-03-01,3
TXL,2013-03-01,1
JavaScript,2013-02-01,803508
Java,2013-02-01,404202
Ruby,2013-02-01,382810
Python,2013-02-01,330346
PHP,2013-02-01,322497
C,2013-02-01,192886
C++,2013-02-01,191478
Objective-C,2013-02-01,105880
Shell,2013-02-01,100567
C#,2013-02-01,74552
Perl,2013-02-01,42377
VimL,2013-02-01,38197
CoffeeScript,2013-02-01,32453
Scala,2013-02-01,28194
Emacs Lisp,2013-02-01,17579
Haskell,2013-02-01,15604
Go,2013-02-01,14659
Lua,2013-02-01,14103
Clojure,2013-02-01,12981
Nemerle,2013-02-01,10273
Erlang,2013-02-01,9669
Groovy,2013-02-01,9252
R,2013-02-01,8772
ActionScript,2013-02-01,8145
Puppet,2013-02-01,7672
Matlab,2013-02-01,6174
OCaml,2013-02-01,4474
D,2013-02-01,4313
Rust,2013-02-01,3632
Common Lisp,2013-02-01,3302
Dart,2013-02-01,3191
Arduino,2013-02-01,2570
Julia,2013-02-01,2526
Assembly,2013-02-01,2492
Racket,2013-02-01,2409
Visual Basic,2013-02-01,2383
Delphi,2013-02-01,2271
Scheme,2013-02-01,1935
ColdFusion,2013-02-01,1819
HaXe,2013-02-01,1737
F#,2013-02-01,1649
FORTRAN,2013-02-01,1592
PowerShell,2013-02-01,1552
ASP,2013-02-01,1507
Prolog,2013-02-01,1376
Objective-J,2013-02-01,1027
Elixir,2013-02-01,1020
VHDL,2013-02-01,918
Verilog,2013-02-01,879
Tcl,2013-02-01,807
Smalltalk,2013-02-01,767
OpenEdge ABL,2013-02-01,653
Vala,2013-02-01,565
Coq,2013-02-01,532
Apex,2013-02-01,479
Standard ML,2013-02-01,441
Ada,2013-02-01,383
Kotlin,2013-02-01,362
XQuery,2013-02-01,340
AutoHotkey,2013-02-01,310
Parrot,2013-02-01,280
Eiffel,2013-02-01,226
ooc,2013-02-01,219
Pure Data,2013-02-01,215
AppleScript,2013-02-01,211
Ceylon,2013-02-01,206
Factor,2013-02-01,173
DCPU-16 ASM,2013-02-01,170
Io,2013-02-01,167
Scilab,2013-02-01,155
Arc,2013-02-01,129
SuperCollider,2013-02-01,120
Gosu,2013-02-01,117
Dylan,2013-02-01,116
Logtalk,2013-02-01,109
Bro,2013-02-01,103
Rebol,2013-02-01,66
Boo,2013-02-01,65
Self,2013-02-01,59
Ecl,2013-02-01,50
eC,2013-02-01,42
Augeas,2013-02-01,24
Fancy,2013-02-01,18
Turing,2013-02-01,17
Ioke,2013-02-01,13
Opa,2013-02-01,11
Mirah,2013-02-01,9
Fantom,2013-02-01,9
Nu,2013-02-01,7
Max,2013-02-01,7
Nimrod,2013-02-01,4
JavaScript,2013-01-01,807302
Java,2013-01-01,425197
Ruby,2013-01-01,393358
PHP,2013-01-01,345496
Python,2013-01-01,332966
C,2013-01-01,200895
C++,2013-01-01,186133
Objective-C,2013-01-01,120689
Shell,2013-01-01,103241
C#,2013-01-01,72805
Perl,2013-01-01,41202
VimL,2013-01-01,38455
Scala,2013-01-01,31129
CoffeeScript,2013-01-01,29804
Emacs Lisp,2013-01-01,19295
Go,2013-01-01,17790
Lua,2013-01-01,17012
Haskell,2013-01-01,16576
Clojure,2013-01-01,15329
Erlang,2013-01-01,11343
ActionScript,2013-01-01,10099
Groovy,2013-01-01,9421
R,2013-01-01,8741
Puppet,2013-01-01,7318
Matlab,2013-01-01,6739
OCaml,2013-01-01,4600
D,2013-01-01,4001
Common Lisp,2013-01-01,3458
Dart,2013-01-01,2955
Arduino,2013-01-01,2895
Rust,2013-01-01,2702
Racket,2013-01-01,2610
Julia,2013-01-01,2607
Delphi,2013-01-01,2377
Assembly,2013-01-01,2153
FORTRAN,2013-01-01,1941
Visual Basic,2013-01-01,1905
HaXe,2013-01-01,1860
Prolog,2013-01-01,1775
PowerShell,2013-01-01,1775
Scheme,2013-01-01,1749
ASP,2013-01-01,1582
ColdFusion,2013-01-01,1514
F#,2013-01-01,1335
Elixir,2013-01-01,985
Smalltalk,2013-01-01,911
Objective-J,2013-01-01,884
Tcl,2013-01-01,818
Verilog,2013-01-01,773
VHDL,2013-01-01,683
OpenEdge ABL,2013-01-01,630
Vala,2013-01-01,628
Standard ML,2013-01-01,428
Apex,2013-01-01,385
AppleScript,2013-01-01,377
Ada,2013-01-01,364
XQuery,2013-01-01,333
Coq,2013-01-01,320
Scilab,2013-01-01,315
AutoHotkey,2013-01-01,305
Kotlin,2013-01-01,297
Parrot,2013-01-01,229
Eiffel,2013-01-01,218
DCPU-16 ASM,2013-01-01,189
Factor,2013-01-01,177
Nemerle,2013-01-01,162
Pure Data,2013-01-01,133
ooc,2013-01-01,126
Boo,2013-01-01,109
Gosu,2013-01-01,105
Augeas,2013-01-01,100
Io,2013-01-01,83
Dylan,2013-01-01,82
Rebol,2013-01-01,79
Logtalk,2013-01-01,78
Max,2013-01-01,73
Self,2013-01-01,66
SuperCollider,2013-01-01,62
Turing,2013-01-01,61
Ceylon,2013-01-01,44
Mirah,2013-01-01,36
Opa,2013-01-01,30
Arc,2013-01-01,21
Ioke,2013-01-01,15
Bro,2013-01-01,14
Fancy,2013-01-01,13
Ecl,2013-01-01,12
Nimrod,2013-01-01,12
eC,2013-01-01,6
Nu,2013-01-01,4
Fantom,2013-01-01,1
Max/MSP,2013-01-01,1
JavaScript,2012-12-01,688331
Java,2012-12-01,388063
Ruby,2012-12-01,366612
Python,2012-12-01,304998
PHP,2012-12-01,295734
C,2012-12-01,182046
C++,2012-12-01,169299
Objective-C,2012-12-01,93535
Shell,2012-12-01,90186
C#,2012-12-01,71854
Perl,2012-12-01,36652
VimL,2012-12-01,34146
Scala,2012-12-01,26061
CoffeeScript,2012-12-01,25762
Go,2012-12-01,17072
Haskell,2012-12-01,16907
Lua,2012-12-01,16689
